44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,22,23,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,38,38,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,38,23,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,23,23,38,22,22,23,38,38,22,38,23,39,28,29,28,29,28,29,22,22,28,29,28,29,28,39,22,39,38,23,22,22,23,22,38,22,28,29,28,29,28,29,28,29,28,29,28,29
44,45,23,23,38,38,39,22,23,22,39,23,39,38,44,45,44,45,44,45,39,39,44,45,44,45,44,39,39,39,22,38,22,22,22,38,23,38,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,23,23,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,23,39,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,22,23,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,38,23,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,23,39,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,39,38,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,39,22,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,38,38,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,23,23,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,22,22,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,39,22,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,38,23,38,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,39,38,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,23,38,22,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,23,38,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,39,22,39,38,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,22,39,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,38,22,28,22,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,22,38,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,23,22,22,38,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,23,38,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,23,39,39,22,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,38,39,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,39,39,38,39,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,39,23,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,39,23,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,38,38,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,38,38,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29,28,29
44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45,44,45
